snapshot_date,analysis_mode,subject_area,grain,dimension_key,metric_name,metric_value,evidence_mode,topic_name,table_name,raw_evidence_required,source_scope,migration_status,schema_version,metric_version,run_id
2026-03-12,unified-fact,funnel,stage,subject_total,count,1412.0,unified,funnel,funnel,False,fact_attribution,unified_managed,1.0.0,metric-v1,run-20260315T053110Z
2026-03-12,unified-fact,funnel,stage,subject_total,rate_vs_total,1.0,unified,funnel,funnel,False,fact_attribution,unified_managed,1.0.0,metric-v1,run-20260315T053110Z
2026-03-12,unified-fact,funnel,stage,matched_subjects,count,1134.0,unified,funnel,funnel,False,fact_attribution,unified_managed,1.0.0,metric-v1,run-20260315T053110Z
2026-03-12,unified-fact,funnel,stage,matched_subjects,rate_vs_total,0.8031161473087819,unified,funnel,funnel,False,fact_attribution,unified_managed,1.0.0,metric-v1,run-20260315T053110Z
2026-03-12,unified-fact,funnel,stage,unowned_subjects,count,278.0,unified,funnel,funnel,False,fact_attribution,unified_managed,1.0.0,metric-v1,run-20260315T053110Z
2026-03-12,unified-fact,funnel,stage,unowned_subjects,rate_vs_total,0.19688385269121814,unified,funnel,funnel,False,fact_attribution,unified_managed,1.0.0,metric-v1,run-20260315T053110Z
2026-03-12,unified-fact,funnel,stage,ordered_subjects,count,16.0,unified,funnel,funnel,False,fact_attribution,unified_managed,1.0.0,metric-v1,run-20260315T053110Z
2026-03-12,unified-fact,funnel,stage,ordered_subjects,rate_vs_total,0.0113314447592068,unified,funnel,funnel,False,fact_attribution,unified_managed,1.0.0,metric-v1,run-20260315T053110Z
2026-03-12,unified-fact,funnel,stage,dealt_subjects,count,9.0,unified,funnel,funnel,False,fact_attribution,unified_managed,1.0.0,metric-v1,run-20260315T053110Z
2026-03-12,unified-fact,funnel,stage,dealt_subjects,rate_vs_total,0.006373937677053824,unified,funnel,funnel,False,fact_attribution,unified_managed,1.0.0,metric-v1,run-20260315T053110Z
2026-03-12,unified-fact,sla,overall,overall,deal_subjects,9.0,unified,sla,sla,False,fact_attribution,unified_managed,1.0.0,metric-v1,run-20260315T053110Z
2026-03-12,unified-fact,sla,overall,overall,avg_create_to_deal_days,42.169311985596714,unified,sla,sla,False,fact_attribution,unified_managed,1.0.0,metric-v1,run-20260315T053110Z
2026-03-12,unified-fact,sla,overall,overall,p50_create_to_deal_days,3.7893518518518516,unified,sla,sla,False,fact_attribution,unified_managed,1.0.0,metric-v1,run-20260315T053110Z
2026-03-12,unified-fact,sla,overall,overall,p90_create_to_deal_days,111.95785416666669,unified,sla,sla,False,fact_attribution,unified_managed,1.0.0,metric-v1,run-20260315T053110Z
2026-03-12,unified-fact,sla,account,抖音-星途汽车官方直播间,deal_subjects,4.0,unified,sla,sla,False,fact_attribution,unified_managed,1.0.0,metric-v1,run-20260315T053110Z
2026-03-12,unified-fact,sla,account,抖音-星途汽车官方直播间,avg_create_to_deal_days,3.621825810185185,unified,sla,sla,False,fact_attribution,unified_managed,1.0.0,metric-v1,run-20260315T053110Z
2026-03-12,unified-fact,sla,account,抖音-星途汽车官方直播间,p50_create_to_deal_days,3.3557581018518516,unified,sla,sla,False,fact_attribution,unified_managed,1.0.0,metric-v1,run-20260315T053110Z
2026-03-12,unified-fact,sla,account,抖音-EXEED星途,deal_subjects,2.0,unified,sla,sla,False,fact_attribution,unified_managed,1.0.0,metric-v1,run-20260315T053110Z
2026-03-12,unified-fact,sla,account,抖音-EXEED星途,avg_create_to_deal_days,141.37464699074076,unified,sla,sla,False,fact_attribution,unified_managed,1.0.0,metric-v1,run-20260315T053110Z
2026-03-12,unified-fact,sla,account,抖音-EXEED星途,p50_create_to_deal_days,141.37464699074076,unified,sla,sla,False,fact_attribution,unified_managed,1.0.0,metric-v1,run-20260315T053110Z
2026-03-12,unified-fact,sla,account,抖音-星途汽车直播营销中心,deal_subjects,2.0,unified,sla,sla,False,fact_attribution,unified_managed,1.0.0,metric-v1,run-20260315T053110Z
2026-03-12,unified-fact,sla,account,抖音-星途汽车直播营销中心,avg_create_to_deal_days,0.7720023148148147,unified,sla,sla,False,fact_attribution,unified_managed,1.0.0,metric-v1,run-20260315T053110Z
2026-03-12,unified-fact,sla,account,抖音-星途汽车直播营销中心,p50_create_to_deal_days,0.7720023148148147,unified,sla,sla,False,fact_attribution,unified_managed,1.0.0,metric-v1,run-20260315T053110Z
2026-03-12,unified-fact,sla,account,快手-EXEED星途,deal_subjects,1.0,unified,sla,sla,False,fact_attribution,unified_managed,1.0.0,metric-v1,run-20260315T053110Z
2026-03-12,unified-fact,sla,account,快手-EXEED星途,avg_create_to_deal_days,80.74320601851852,unified,sla,sla,False,fact_attribution,unified_managed,1.0.0,metric-v1,run-20260315T053110Z
2026-03-12,unified-fact,sla,account,快手-EXEED星途,p50_create_to_deal_days,80.74320601851852,unified,sla,sla,False,fact_attribution,unified_managed,1.0.0,metric-v1,run-20260315T053110Z
